id,exercise_name,video_link,video_explanation,expereince_level,target_muscle,primary_muscle,secondary_muscle,category,laterality,exercise_classification,inserted_at,equipment,standardized_name,standardized_primary_muscle,standardized_secondary_muscle,standardization_notes
6813,Double Dumbbell Suitcase Lateral Lunge,https://youtu.be/HLDhxSqMQyE,https://youtu.be/qCA8E-dF8cI,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Dumbbell,Dumbbell Lateral Lunge,Quadriceps,Glutes,Targets adductors and quads with lateral movement
6814,Barbell Zombie Walking Lunge,,https://youtu.be/SQYG5QRpYDQ,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Zombie Walking Lunge,Quadriceps,Glutes,Arms extended forward for balance challenge
6815,Barbell Overhead Walking Lunge,https://youtu.be/m6MczOv_Ayg,,Expert,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Overhead Barbell Walking Lunge,Quadriceps,Glutes,Overhead barbell increases core and stability demand
6816,Barbell Squat Clean,https://youtu.be/EKRiW9Yt3Ps,https://youtu.be/FXd9p5bryPU,Expert,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Full Body,Bilateral,Olympic Weightlifting,2025-08-10 01:02:43.832216+00,Barbell,Squat Clean,Quadriceps,Glutes,"Olympic lift with full-body engagement, quads primary"
6817,Single Arm Landmine Split Clean to Split Jerk,,https://youtu.be/BjIh4n3UI9Y?si=dbrubdXZ7d9MRYDw,Expert,Shoulders,Anterior Deltoids,Triceps Brachii,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Landmine,Landmine Split Clean and Jerk,Shoulders,Triceps,Full-body power movement with landmine
6818,Single Arm Landmine Hack Squat,https://youtu.be/hwd_6Y9YKvI,https://youtu.be/4pC9DKPGklo,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Landmine,Landmine Hack Squat,Quadriceps,Glutes,Back-loaded squat variation using landmine
6819,Double Indian Club Lateral Arm Circles,,,Novice,Shoulders,Lateral Deltoids,,Upper Body,Bilateral,Mobility,2025-08-10 01:02:43.832216+00,Indian Club,Lateral Arm Circles with Clubs,Side Delts,,Dynamic shoulder mobility and endurance exercise
6820,Resistance Band Shoulder Dislocates,https://youtu.be/5yPvjJOqbg4?si=1OYvLb1R7Zq_hl94,https://youtu.be/2Yvkc77evN0?si=VEM5C0oL2fIS5eiY,Novice,Shoulders,Posterior Deltoids,Supraspinatus,Upper Body,Bilateral,Mobility,2025-08-10 01:02:43.832216+00,Resistance Band,Resistance Band Shoulder Dislocates,Rear Delts,Rotator Cuff,Mobility drill targeting shoulder external rotation
6821,Suspension Reverse Grip Bicep Curl,https://youtu.be/yewf3adybcc?si=-PZ9RsGl7FC8vp7J,,Novice,Forearms,Brachioradialis,Biceps Brachii,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Suspension Trainer,Suspension Reverse Curl,Brachioradialis,Biceps,Reverse grip emphasizes brachioradialis
6822,Cable Straight Bar Reverse Grip Bicep Curl,https://youtu.be/RLlT3qbVS3Q?si=SYASKBhplBkTNYee,,Novice,Forearms,Brachioradialis,Biceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Cable Reverse Grip Curl,Brachioradialis,Biceps,Targets brachioradialis with reverse grip
6823,Single Arm Cable Reverse Grip Bicep Curl,https://youtu.be/SIuDkLLlL6E?si=_Y_P-I5PU4GP5LRy,,Novice,Forearms,Brachioradialis,Biceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Single Arm Cable Reverse Curl,Brachioradialis,Biceps,Unilateral version allows focused training
6824,Bar Eccentric Chin Up,https://youtu.be/B1nRr__KiNk?si=5PGKtxdEbPpVW1Ds,,Novice,Biceps,Biceps Brachii,Latissimus Dorsi,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Pull Up Bar,Eccentric Chin-Up,Biceps,Lats,Focuses on lowering phase of chin-up
6825,Bar Eccentric Pull Up,https://youtu.be/T4Jv__fWjZ8?si=sbUarOu5VD7qBK4s,,Novice,Back,Latissimus Dorsi,,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Pull Up Bar,Eccentric Pull-Up,Lats,,Emphasizes controlled descent in pull-up
6826,Landmine Half Kneeling Oblique Twist,https://youtu.be/HGzu8tvh79U,,Intermediate,Abdominals,Obliques,,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Landmine,Half Kneeling Landmine Twist,Obliques,,Rotational core exercise with landmine
6827,Single Arm Bar Dead Hang,https://youtu.be/uyNR71ZCrho?si=blbw-wn6NHBGbR9y,,Novice,Forearms,Brachioradialis,Latissimus Dorsi,Upper Body,Unilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Pull Up Bar,Single Arm Dead Hang,Forearms,Lats,Grip strength and shoulder stability exercise
6828,Single Arm Kettlebell Tall Kneeling Overhead Press,https://youtu.be/UF_oINIojVQ?si=nyrZ0y91pz4IIfOs,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Tall Kneeling Kettlebell Overhead Press,Shoulders,Triceps,Overhead press from tall kneeling for core control
6829,Alternating Double Kettlebell Tall Kneeling Overhead Press,https://youtu.be/2kWWWRpk6Co?si=gy0bI1KIAsGs2hhI,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Alternating Tall Kneeling Kettlebell Press,Shoulders,Triceps,Alternating press increases anti-rotation demand
6830,Alternating Double Kettlebell Half Kneeling Overhead Press,https://youtu.be/V3wxOSo53mQ?si=cM14QdTRQfd_FXUt,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Alternating Half Kneeling Kettlebell Press,Shoulders,Triceps,Half kneeling enhances core and hip stability
6831,Stability Ball Single Arm Forearm Plank,https://youtu.be/J3JZR2SFknM,,Expert,Abdominals,Rectus Abdominis,,Core,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Stability Ball,Single Arm Forearm Plank on Stability Ball,Abs,,Unstable surface increases core activation
6832,Stability Ball Feet Elevated Single Arm Forearm Plank,https://youtu.be/PAFvOAPjKwk,,Expert,Abdominals,Rectus Abdominis,,Core,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Stability Ball,Feet Elevated Single Arm Forearm Plank,Abs,,Elevated feet increase core and upper body demand
6833,Landmine Zercher Skater Squat,https://youtu.be/avCA3xXb9hg,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:43.832216+00,Landmine,Zercher Skater Squat,Quadriceps,Glutes,Unilateral squat with Zercher-style landmine load
6834,Single Arm Landmine Front Rack Contralateral Reverse Lunge to Shoulder Press,https://youtu.be/h2bPSv9ka_o,,Intermediate,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Contralateral,Unsorted*,2025-08-10 01:02:43.832216+00,Landmine,Landmine Reverse Lunge to Press,Quadriceps,Shoulders,Full-body compound movement combining lower and upper
6835,Landmine Thruster,https://youtu.be/jLvQenjeus8,https://youtu.be/9f0TrDK9hFY,Novice,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Landmine,Landmine Thruster,Quadriceps,Anterior Deltoids,Combines front squat and overhead press using landmine; widely recognized name
6836,Landmine Romanian Deadlift,https://youtu.be/x5wWyQ-2k2E?feature=shared,https://youtu.be/Xv2rjss2fns,Novice,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Landmine,Landmine Romanian Deadlift,Hamstrings,Glutes,Hinge movement targeting hamstrings; landmine adds unique angle
6837,Single Arm Landmine Single Leg Romanian Deadlift,https://youtu.be/rzJse5Ds98k,https://youtu.be/DikpefBtnUU,Intermediate,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Landmine,Single-Leg Landmine Romanian Deadlift,Hamstrings,Glutes,Unilateral hinge with anti-rotation component; primary muscle remains hamstrings
6838,Landmine Tall Kneeling Oblique Twist,https://youtu.be/OCMcVEdK5vw,https://youtu.be/KBfH1pPou6o,Intermediate,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Landmine,Landmine Rotational Press,Obliques,Abs,Rotational core exercise in tall kneeling; targets obliques
6839,Landmine Feet Elevated Russian Twist,https://youtu.be/Zb-l68-4KFM,,Intermediate,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Landmine,Landmine Russian Twist,Obliques,Abs,Seated rotational twist with feet elevated; standard name applies
6840,Single Arm Landmine Thruster,https://youtu.be/EcUficjayCY,https://youtu.be/uEdt5g1Slfg,Intermediate,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Landmine,Single-Arm Landmine Thruster,Quadriceps,Anterior Deltoids,Unilateral version of landmine thruster; same movement pattern
6841,Double Kettlebell Tall Kneeling Seesaw Overhead Press,https://youtu.be/Ke5Erzd3NjE?si=fOzgTGBaC6CMWfE6,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Tall Kneeling Alternating Kettlebell Overhead Press,Anterior Deltoids,Triceps,Alternating press in tall kneeling; improves stability and shoulder strength
6842,Single Arm Kettlebell Arm Bar,,https://youtu.be/I8gW4L9tP7Y?si=APnoKbFCOjNOOot5,Novice,Shoulders,Infraspinatus,Subscapularis,Upper Body,Unilateral,Mobility,2025-08-10 01:02:43.832216+00,Kettlebell,Kettlebell Arm Bar,Rotator Cuff,Shoulder Stabilizers,Shoulder stability and mobility exercise; rotator cuff is primary focus
6843,Barbell Power Clean to Overhead Press,,https://youtu.be/NwQVfcvesOs,Expert,Shoulders,Anterior Deltoids,Triceps Brachii,Full Body,Bilateral,Olympic Weightlifting,2025-08-10 01:02:43.832216+00,Barbell,Power Clean and Press,Anterior Deltoids,Triceps,Olympic lifting combo; commonly known as clean and press
6844,Single Arm Suspension Mid Row,,,Novice,Back,Latissimus Dorsi,,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Suspension Trainer,Single-Arm Suspension Row,Lats,Middle Back,Rowing movement with suspension trainer; lats are primary
6845,Landmine Zercher Curtsy Lunge,https://youtu.be/e7jkuKuWcZ0,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Landmine,Landmine Curtsy Lunge,Quadriceps,Glutes,Curtsy lunge with landmine Zercher hold; quads primary due to forward knee travel
6846,Barbell Back Rack Alternating Cossack Squat,https://youtu.be/YZQP6D9LP4E,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Cossack Squat,Quadriceps,Adductors,Lateral squat with barbell; adductors heavily involved
6847,Barbell Front Rack Alternating Cossack Squat,https://youtu.be/_AEuTTkYzjg,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Cossack Squat,Quadriceps,Adductors,Same movement as back rack; front rack changes balance but not muscle focus
6848,Slider Double Kettlebell Overhead Lateral Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders,Overhead Lateral Lunge with Sliders,Quadriceps,Glutes,Lateral lunge with overhead load and sliders; core stabilization required
6849,Dumbbell Goblet Alternating Cossack Squat,https://youtu.be/glbP_VzHNkw?si=1k1fGSYRRORQv7W8,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Goblet Cossack Squat,Quadriceps,Adductors,Cossack squat with goblet hold; dumbbell version
6850,Bodyweight Alternating Cossack Squat,https://youtu.be/dhDjKmTX8tU,https://youtu.be/iyKPbKf2jik,Beginner,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Bodyweight,Bodyweight Cossack Squat,Quadriceps,Adductors,Unweighted lateral squat; targets quads and inner thigh
6851,Bodyweight Knee Over Toe Split Squat,https://youtu.be/ufsoFnFCqA4,https://youtu.be/g6KrlrOq4mw,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Bodyweight,Knee Over Toe Split Squat,Quadriceps,Glutes,Emphasizes quad stretch and strength; bodyweight only
6852,Barbell Back Rack Knee Over Toe Split Squat,https://youtu.be/RBcrPYSWQb8,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Knee Over Toe Split Squat,Quadriceps,Glutes,Weighted version of knee over toe split squat
6853,Barbell Front Rack Knee Over Toe Split Squat,https://youtu.be/q7zJZAexRmc,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Barbell Knee Over Toe Split Squat,Quadriceps,Glutes,Front rack variation; same movement pattern
6854,Barbell Overhead Knee Over Toe Split Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell,Overhead Knee Over Toe Split Squat,Quadriceps,Glutes,Overhead barbell increases core demand
6855,EZ Bar Incline Bench Lying Tricep Extension,https://youtu.be/vJuyPyyEdTs?si=_MMem5dVaaarfRRu,,Novice,Triceps,Triceps Brachii,,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,EZ Bar,Incline EZ Bar Triceps Extension,Triceps,,Triceps isolation on incline bench
6856,EZ Bar Skull Crusher,https://youtu.be/eiCMrII3j9k?si=J2G1ZmeiFQDhnfxT,https://youtu.be/jR7Y5YcugYc?feature=shared,Novice,Triceps,Triceps Brachii,Anconeus,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,EZ Bar,EZ Bar Skull Crushers,Triceps,Triceps,Common name for lying triceps extension
6857,Slider Knee Tuck,https://youtu.be/vx9j9l18pyE?si=U7boXKing8U74cQZ,https://youtu.be/ViOihbu9BAA,Novice,Abdominals,Rectus Abdominis,,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Sliders,Slider Knee Tuck,Abs,,Core exercise using sliders; targets rectus abdominis
6858,EZ Bar Incline Bench Skull Crusher,https://youtu.be/9VtEoirFmT8?si=B904_aTFyPDoEqMp,https://youtu.be/kcvdV0LkhUk?si=98a25GEiRSrIoAlZ,Novice,Triceps,Triceps Brachii,Anconeus,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,EZ Bar,Incline EZ Bar Skull Crushers,Triceps,Triceps,Incline version emphasizes long head of triceps
6859,EZ Bar Decline Bench Skull Crusher,https://youtu.be/XFBsHDastRI?si=rP6H63ZVPOndCThK,https://youtu.be/OpRLGph7El8?si=TrvfwVCRT_bFWs6t,Novice,Triceps,Triceps Brachii,Anconeus,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,EZ Bar,Decline EZ Bar Skull Crushers,Triceps,Triceps,Decline angle shifts emphasis slightly
6860,EZ Bar Front Raise,https://youtu.be/N4HLFIr5H4A?si=l2WKwgNX9fExG7xF,,Novice,Shoulders,Anterior Deltoids,Pectoralis Major,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,EZ Bar,EZ Bar Front Raise,Anterior Deltoids,Chest,Front raise with EZ bar for comfort
6861,Suspension Pike,https://youtu.be/MkmpHj0T3OQ,https://youtu.be/COXMyJ5WQwk,Intermediate,Abdominals,Rectus Abdominis,,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Suspension Trainer,Suspension Pike,Abs,,Advanced core move; targets upper abs
6862,Suspension Side Plank Reach Through,https://youtu.be/9PiqAsdkh6Q,,Advanced,Abdominals,Obliques,Rectus Abdominis,Core,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Suspension Trainer,Suspension Side Plank with Reach,Obliques,Abs,Dynamic side plank variation for obliques
6863,Bodyweight Cocoon Crunch,https://youtu.be/BZWoijzyF_4?si=2gKtoX0oa_Lef7o8,https://youtu.be/hONrtSx_eiM,Intermediate,Abdominals,Rectus Abdominis,Iliopsoas,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Bodyweight,Cocoon Crunch,Abs,Hip Flexors,Crunch with legs pulled in; resembles cocoon
6864,Ab Wheel Standing Rollout,https://youtu.be/SFTn_VON9qw,https://youtu.be/2zVNyi5Uk44,Advanced,Abdominals,Rectus Abdominis,Latissimus Dorsi,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Ab Wheel,Standing Ab Wheel Rollout,Abs,Lats,Standing version increases difficulty
6865,Cable Fire Hydrant,https://youtu.be/P4cP-juNM1Q,,Novice,Glutes,Gluteus Maximus,Gluteus Medius,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Cable Fire Hydrant,Glutes,Glute Medius,Lateral leg raise resembling fire hydrant
6866,Cable Tall Kneeling Pull Through,https://youtu.be/5mkpuBI-2Ls,,Novice,Glutes,Gluteus Maximus,,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable,Tall Kneeling Cable Pull-Through,Glutes,,Hinge movement targeting glutes with cable
6867,Stability Ball Bent Knee Reverse Hyperextension,,https://youtu.be/UOtzPdmg2Ow,Novice,Glutes,Gluteus Maximus,,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Stability Ball,Stability Ball Reverse Hyperextension,Glutes,,Glute-focused hyperextension using ball
6868,Bodyweight Bent Knee Reverse Hyperextension,https://youtu.be/RbkVHCMU3xU,https://youtu.be/g07fnrRy3mo,Novice,Glutes,Gluteus Maximus,,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Bodyweight,Bodyweight Reverse Hyperextension,Glutes,,Bodyweight version of reverse hyper
6869,Parallette Tuck L Sit,https://youtu.be/VhqEdeeAyvg,https://youtu.be/KCEMgCjW3iU,Intermediate,Abdominals,Rectus Abdominis,,Core,Bilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Parallette Bars,Tuck L-Sit on Parallettes,Abs,,Bodyweight core hold; common in gymnastics training
6870,EZ Bar Close Grip Bicep Curl,https://youtu.be/o1c9wFYt6FA?feature=shared,https://youtu.be/zG2xJ0Q5QtI,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,EZ Bar,EZ Bar Close-Grip Curl,Biceps,Brachialis,Curl variation emphasizing biceps and brachialis
6871,EZ Bar Overhead Press,https://youtu.be/_5VJKCjn8YE?feature=shared,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,EZ Bar,EZ Bar Overhead Press,Anterior Deltoids,Triceps,Shoulder press with EZ bar
6872,Parallette Single Leg L Sit,https://youtu.be/V3hnphPbiAg,https://youtu.be/49pZak4cQ_0,Intermediate,Abdominals,Rectus Abdominis,,Core,Unilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Parallette Bars,Single-Leg L-Sit on Parallettes,Abs,,Progression from tuck L-sit
6873,Stability Ball Bottoms Up,,https://youtu.be/FK7FbHmvVfo?si=eonHUTXVko7S7g0w,Intermediate,Abdominals,Rectus Abdominis,,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Stability Ball,Stability Ball Bottoms-Up Hold,Abs,,Balance-intensive core exercise
6874,Stability Ball Windshield Wiper,https://youtu.be/tVfP2_HkXEc,https://youtu.be/n133Ymrl_as,Novice,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Stability Ball,Stability Ball Windshield Wipers,Obliques,Abs,Rotational core movement
6875,Stability Ball Tall Kneeling Balance,https://youtu.be/wIkwr6LV9E8?si=WttWmNStYjInstEN,https://youtu.be/KtJHKnzoWc0,Intermediate,Abdominals,Rectus Abdominis,,Core,Bilateral,Balance,2025-08-10 01:02:43.832216+00,Stability Ball,Tall Kneeling Stability Ball Balance,Abs,,Core stability and balance drill
6876,Stability Ball Oblique Crunch,,https://youtu.be/1gC-nI0XuZU,Beginner,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Stability Ball,Stability Ball Oblique Crunch,Obliques,Abs,Crunch with rotational component on ball
6877,Stability Ball Forearm Plank,https://youtu.be/4xODTD0UL-o?si=TSlUT4Fa309FslEb,https://youtu.be/kKVwsBI3CbE,Novice,Abdominals,Rectus Abdominis,,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Stability Ball,Forearm Plank on Stability Ball,Abs,,Unstable surface increases core demand
6878,Slider Double Kettlebell Suitcase Lateral Lunge,https://youtu.be/bAaaXP2xb8E?si=AOaxE4RzaGKjiq0h,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders,Suitcase Lateral Lunge with Sliders,Quadriceps,Glutes,Lateral lunge with unilateral load and sliders
6879,Slider Kettlebell Horn Grip Lateral Lunge,https://youtu.be/OsP6_mqxBDI?si=Kdp1ECOmqjUFcNM9,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders,Horn Grip Lateral Lunge with Sliders,Quadriceps,Glutes,Kettlebell held by horns for better grip
6880,Single Arm Dumbbell Turkish Sit Up,https://youtu.be/h9OYpweuJEc,,Intermediate,Abdominals,Rectus Abdominis,Anterior Deltoids,Core,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Dumbbell,Turkish Sit-Up,Abs,Anterior Deltoids,Dynamic core and shoulder stability exercise
6881,Single Arm Landmine Turkish Sit Up,https://youtu.be/EhYVfy1KUUA,https://youtu.be/zxul-J_H0WE,Intermediate,Abdominals,Rectus Abdominis,Anterior Deltoids,Core,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Landmine,Landmine Turkish Sit-Up,Abs,Anterior Deltoids,Same as dumbbell version but with landmine
6882,Double Kettlebell Front Rack Cyclist Squat,https://youtu.be/xkL1f4yewf0,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Cyclist Squat with Kettlebells,Quadriceps,Glutes,Squat with alternating arm overhead reach
6883,Double Dumbbell Turkish Sit Up,https://youtu.be/SreLOxzaIX4,,Intermediate,Abdominals,Rectus Abdominis,Anterior Deltoids,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Dumbbell,Turkish Sit-Up,Abs,Anterior Deltoids,Uses two dumbbells for added challenge
6884,Single Arm Kettlebell Front Rack Cyclist Squat,https://youtu.be/_FjMUe0AhTY,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Cyclist Squat with Kettlebell,Quadriceps,Glutes,Unilateral overhead reach during squat
6885,Single Arm Kettlebell Overhead Cyclist Squat,https://youtu.be/PSRoSLw3GME,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Single-Arm Kettlebell Overhead Squat,Quadriceps,Glutes,Cyclist Squat variation is non-standard; standardized to common overhead squat pattern.
6886,Double Dumbbell Front Rack Alternating Cossack Squat,https://youtu.be/JFeG8YiLYmk,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell,Alternating Dumbbell Cossack Squat,Quadriceps,Adductors,Front rack position is atypical for Cossack; standardized to common dumbbell loading.
6887,Kettlebell Horn Grip Cyclist Squat,https://youtu.be/TysYZ7rKhpM,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Kettlebell Overhead Squat,Quadriceps,Glutes,Horn grip is non-standard; assumed overhead position based on pattern.
6888,Kettlebell Bottoms Up Horn Grip Cyclist Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Kettlebell Bottoms-Up Overhead Squat,Quadriceps,Glutes,Horn grip likely refers to bottoms-up hold; standardized accordingly.
6889,Single Arm Kettlebell Bottoms Up Front Rack Cyclist Squat,https://youtu.be/x8bLCSXTChA,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Single-Arm Kettlebell Bottoms-Up Overhead Squat,Quadriceps,Glutes,Front rack and cyclist squat mismatch; assumed overhead due to bottoms-up grip.
6890,Double Kettlebell Overhead Cyclist Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Double Kettlebell Overhead Squat,Quadriceps,Glutes,Standardized to common overhead squat with double kettlebell load.
6891,Double Kettlebell Bottoms Up Overhead Cyclist Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Double Kettlebell Bottoms-Up Overhead Squat,Quadriceps,Glutes,Bottoms-up variation of double kettlebell overhead squat.
6892,Double Kettlebell Bottoms Up Front Rack Cyclist Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Double Kettlebell Bottoms-Up Overhead Squat,Quadriceps,Glutes,Front rack incompatible with bottoms-up; assumed overhead position.
6893,Single Arm Kettlebell Bottoms Up Overhead Cyclist Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Kettlebell,Single-Arm Kettlebell Bottoms-Up Overhead Squat,Quadriceps,Glutes,Standardized to common bottoms-up overhead squat pattern.
